idRule,count_Ant,sup_Antec,count_Cons,sup_Cons,count_Rule,sup_Rule,conf_Rule,state
62,6404,0.6844805472424113,220,0.0235143223599829,173,0.018490808037622916,0.027014366021236726,Not supported
63,0,0.0,1079,0.11532706284737067,0,0.0,0.0,Not supported
64,599,0.06402308678922616,88,0.00940572894399316,52,0.0055579307396323215,0.08681135225375626,Not supported
65,1802,0.19260367678495083,7093,0.7581231295425396,492,0.05258657545959812,0.2730299667036626,Not confident
66,7093,0.7581231295425396,0,0.0,0,0.0,0.0,Not supported
67,367,0.03922616502778965,19,0.0020307823856348865,0,0.0,0.0,Not supported
68,113,0.012077811030354853,40,0.004275331338178709,11,0.001175716117999145,0.09734513274336283,Not supported
69,0,0.0,91,0.009726378794356562,0,0.0,0.0,Not supported
70,0,0.0,868,0.09277469003847798,0,0.0,0.0,Not supported
71,98,0.010474561778537837,159,0.016994442069260367,0,0.0,0.0,Not supported
72,0,0.0,378,0.0404018811457888,0,0.0,0.0,Not supported
73,1079,0.11532706284737067,6179,0.660431808465156,176,0.01881145788798632,0.16311399443929564,Not supported
74,6404,0.6844805472424113,159,0.016994442069260367,159,0.016994442069260367,0.024828232354778264,Not supported
75,1154,0.12334330910645575,1079,0.11532706284737067,122,0.013039760581445061,0.10571923743500866,Not supported
76,0,0.0,217,0.023193672509619494,0,0.0,0.0,Not supported
77,113,0.012077811030354853,2693,0.28783668234288157,0,0.0,0.0,Not supported
78,1190,0.1271911073108166,220,0.0235143223599829,197,0.02105600684053014,0.16554621848739495,Not supported
79,868,0.09277469003847798,378,0.0404018811457888,197,0.02105600684053014,0.2269585253456221,Not supported
80,17,0.0018170158187259514,82,0.008764429243266354,11,0.001175716117999145,0.6470588235294118,Not supported
81,98,0.010474561778537837,7093,0.7581231295425396,0,0.0,0.0,Not supported
82,12,0.0012825994014536127,1190,0.1271911073108166,0,0.0,0.0,Not supported
83,367,0.03922616502778965,58,0.006199230440359128,0,0.0,0.0,Not supported
84,1802,0.19260367678495083,0,0.0,0,0.0,0.0,Not supported
85,1079,0.11532706284737067,2693,0.28783668234288157,12,0.0012825994014536127,0.011121408711770158,Not supported
86,86,0.009191962377084225,1,0.00010688328345446772,0,0.0,0.0,Not supported
87,25,0.002672082086361693,1190,0.1271911073108166,21,0.0022445489525438223,0.84,Not supported
88,0,0.0,6179,0.660431808465156,0,0.0,0.0,Not supported
89,631,0.06744335185976913,217,0.023193672509619494,39,0.004168448054724241,0.061806656101426306,Not supported
90,189,0.0202009405728944,1190,0.1271911073108166,0,0.0,0.0,Not supported
91,868,0.09277469003847798,367,0.03922616502778965,192,0.020521590423257803,0.22119815668202766,Not supported
92,2,0.00021376656690893543,257,0.027469003847798205,0,0.0,0.0,Not supported
93,159,0.016994442069260367,0,0.0,0,0.0,0.0,Not supported
94,367,0.03922616502778965,0,0.0,0,0.0,0.0,Not supported
95,378,0.0404018811457888,0,0.0,0,0.0,0.0,Not supported
96,378,0.0404018811457888,4,0.00042753313381787086,4,0.00042753313381787086,0.010582010582010581,Not supported
97,542,0.0579307396323215,909,0.09715690466011116,118,0.01261222744762719,0.2177121771217712,Not supported
98,631,0.06744335185976913,6404,0.6844805472424113,605,0.06466438648995297,0.9587955625990491,Confident
99,868,0.09277469003847798,6179,0.660431808465156,119,0.01271911073108166,0.13709677419354838,Not supported
100,6179,0.660431808465156,159,0.016994442069260367,119,0.01271911073108166,0.019258779737821655,Not supported
101,0,0.0,17,0.0018170158187259514,0,0.0,0.0,Not supported
102,17,0.0018170158187259514,40,0.004275331338178709,1,0.00010688328345446772,0.058823529411764705,Not supported
103,10,0.0010688328345446773,5402,0.5773834972210347,8,0.0008550662676357417,0.8,Not supported
104,1190,0.1271911073108166,58,0.006199230440359128,0,0.0,0.0,Not supported
105,2693,0.28783668234288157,58,0.006199230440359128,0,0.0,0.0,Not supported
106,17,0.0018170158187259514,6404,0.6844805472424113,6,0.0006412997007268063,0.35294117647058826,Not supported
107,1154,0.12334330910645575,7093,0.7581231295425396,443,0.0473492945703292,0.38388214904679374,Not supported
108,1190,0.1271911073108166,2295,0.24529713552800342,698,0.07460453185121847,0.5865546218487395,Not confident
109,1802,0.19260367678495083,113,0.012077811030354853,86,0.009191962377084225,0.04772475027746948,Not supported
110,58,0.006199230440359128,6404,0.6844805472424113,58,0.006199230440359128,1.0,Not supported
111,378,0.0404018811457888,14,0.001496365968362548,14,0.001496365968362548,0.037037037037037035,Not supported
112,1190,0.1271911073108166,542,0.0579307396323215,133,0.014215476699444207,0.11176470588235295,Not supported
113,98,0.010474561778537837,257,0.027469003847798205,0,0.0,0.0,Not supported
114,113,0.012077811030354853,1190,0.1271911073108166,0,0.0,0.0,Not supported
115,257,0.027469003847798205,12,0.0012825994014536127,0,0.0,0.0,Not supported
116,2693,0.28783668234288157,0,0.0,0,0.0,0.0,Not supported
117,0,0.0,6179,0.660431808465156,0,0.0,0.0,Not supported
118,868,0.09277469003847798,1190,0.1271911073108166,0,0.0,0.0,Not supported
119,0,0.0,7093,0.7581231295425396,0,0.0,0.0,Not supported
120,257,0.027469003847798205,0,0.0,0,0.0,0.0,Not supported
121,367,0.03922616502778965,12,0.0012825994014536127,12,0.0012825994014536127,0.0326975476839237,Not supported
122,542,0.0579307396323215,2693,0.28783668234288157,134,0.014322359982898675,0.24723247232472326,Not supported
123,25,0.002672082086361693,158,0.0168875587858059,10,0.0010688328345446773,0.4,Not supported
