idRule,count_Ant,sup_Antec,count_Cons,sup_Cons,count_Rule,sup_Rule,conf_Rule,state
0,1802,0.19260367678495083,6404,0.6844805472424113,1154,0.12334330910645575,0.6403995560488346,Not confident
1,6404,0.6844805472424113,159,0.016994442069260367,159,0.016994442069260367,0.024828232354778264,Not supported
2,1802,0.19260367678495083,25,0.002672082086361693,0,0.0,0.0,Not supported
3,0,0.0,0,0.0,0,0.0,0.0,Not supported
4,4,0.00042753313381787086,1190,0.1271911073108166,0,0.0,0.0,Not supported
5,5429,0.5802693458743052,25,0.002672082086361693,21,0.0022445489525438223,0.0038681156750782833,Not supported
6,25,0.002672082086361693,542,0.0579307396323215,0,0.0,0.0,Not supported
7,7093,0.7581231295425396,12,0.0012825994014536127,7,0.000748182984181274,0.000986888481601579,Not supported
8,40,0.004275331338178709,2,0.00021376656690893543,0,0.0,0.0,Not supported
9,6796,0.7263787943565626,17,0.0018170158187259514,17,0.0018170158187259514,0.0025014714537963507,Not supported
10,86,0.009191962377084225,0,0.0,0,0.0,0.0,Not supported
11,25,0.002672082086361693,40,0.004275331338178709,0,0.0,0.0,Not supported
12,0,0.0,6179,0.660431808465156,0,0.0,0.0,Not supported
13,6671,0.7130183839247541,40,0.004275331338178709,2,0.00021376656690893543,0.00029980512666766604,Not supported
14,18,0.001923899102180419,1190,0.1271911073108166,18,0.001923899102180419,1.0,Not supported
15,0,0.0,6179,0.660431808465156,0,0.0,0.0,Not supported
16,6404,0.6844805472424113,2,0.00021376656690893543,0,0.0,0.0,Not supported
17,0,0.0,6179,0.660431808465156,0,0.0,0.0,Not supported
18,2,0.00021376656690893543,217,0.023193672509619494,0,0.0,0.0,Not supported
19,5944,0.6353142368533561,25,0.002672082086361693,21,0.0022445489525438223,0.0035329744279946162,Not supported
20,7093,0.7581231295425396,113,0.012077811030354853,0,0.0,0.0,Not supported
21,4,0.00042753313381787086,257,0.027469003847798205,0,0.0,0.0,Not supported
22,25,0.002672082086361693,367,0.03922616502778965,0,0.0,0.0,Not supported
23,0,0.0,7093,0.7581231295425396,0,0.0,0.0,Not supported
24,505,0.0539760581445062,159,0.016994442069260367,1,0.00010688328345446772,0.0019801980198019802,Not supported
25,5429,0.5802693458743052,1802,0.19260367678495083,605,0.06466438648995297,0.11143857063916007,Not confident
26,6796,0.7263787943565626,1079,0.11532706284737067,1078,0.1152201795639162,0.15862271924661567,Not confident
27,0,0.0,6179,0.660431808465156,0,0.0,0.0,Not supported
28,0,0.0,6179,0.660431808465156,0,0.0,0.0,Not supported
29,86,0.009191962377084225,6671,0.7130183839247541,0,0.0,0.0,Not supported
30,907,0.09694313809320222,202,0.021590423257802478,173,0.018490808037622916,0.19073869900771775,Not supported
31,0,0.0,2770,0.29606669516887557,0,0.0,0.0,Not supported
32,189,0.0202009405728944,6404,0.6844805472424113,187,0.019987174005985466,0.9894179894179894,Not supported
33,2693,0.28783668234288157,1079,0.11532706284737067,12,0.0012825994014536127,0.004455997029335313,Not supported
34,2693,0.28783668234288157,113,0.012077811030354853,0,0.0,0.0,Not supported
35,18,0.001923899102180419,159,0.016994442069260367,10,0.0010688328345446773,0.5555555555555556,Not supported
36,6179,0.660431808465156,0,0.0,0,0.0,0.0,Not supported
37,36,0.003847798204360838,257,0.027469003847798205,0,0.0,0.0,Not supported
38,0,0.0,378,0.0404018811457888,0,0.0,0.0,Not supported
39,113,0.012077811030354853,1,0.00010688328345446772,1,0.00010688328345446772,0.008849557522123894,Not supported
40,0,0.0,217,0.023193672509619494,0,0.0,0.0,Not supported
41,505,0.0539760581445062,367,0.03922616502778965,0,0.0,0.0,Not supported
42,0,0.0,7093,0.7581231295425396,0,0.0,0.0,Not supported
43,907,0.09694313809320222,4,0.00042753313381787086,0,0.0,0.0,Not supported
44,201,0.02148353997434801,40,0.004275331338178709,0,0.0,0.0,Not supported
45,631,0.06744335185976913,6404,0.6844805472424113,605,0.06466438648995297,0.9587955625990491,Confident
46,868,0.09277469003847798,17,0.0018170158187259514,9,0.0009619495510902095,0.010368663594470046,Not supported
47,0,0.0,88,0.00940572894399316,0,0.0,0.0,Not supported
48,505,0.0539760581445062,6179,0.660431808465156,397,0.042432663531423685,0.7861386138613862,Not supported
49,2,0.00021376656690893543,122,0.013039760581445061,1,0.00010688328345446772,0.5,Not supported
50,0,0.0,8429,0.9009191962377084,0,0.0,0.0,Not supported
51,257,0.027469003847798205,159,0.016994442069260367,79,0.00844377939290295,0.30739299610894943,Not supported
52,1,0.00010688328345446772,257,0.027469003847798205,0,0.0,0.0,Not supported
53,2,0.00021376656690893543,378,0.0404018811457888,0,0.0,0.0,Not supported
54,0,0.0,25,0.002672082086361693,0,0.0,0.0,Not supported
55,7093,0.7581231295425396,1916,0.20478837109876016,1881,0.20104745617785377,0.2651910334132243,Not confident
56,6179,0.660431808465156,226,0.024155622060709706,204,0.021804189824711415,0.033015050979122836,Not supported
57,201,0.02148353997434801,378,0.0404018811457888,0,0.0,0.0,Not supported
58,74,0.00790936297563061,0,0.0,0,0.0,0.0,Not supported
59,0,0.0,6671,0.7130183839247541,0,0.0,0.0,Not supported
60,4360,0.46601111586147925,1190,0.1271911073108166,36,0.003847798204360838,0.008256880733944955,Not supported
61,6671,0.7130183839247541,0,0.0,0,0.0,0.0,Not supported
62,6671,0.7130183839247541,1802,0.19260367678495083,524,0.056006840530141086,0.0785489431869285,Not confident
63,98,0.010474561778537837,1802,0.19260367678495083,71,0.0075887131252672085,0.7244897959183674,Not supported
